from,to,time
50312,50312,"06, 01, 2009"
2405,17744,"06, 01, 2009"
33732,245,"06, 01, 2009"
592,19072,"06, 01, 2009"
1219,1219,"06, 01, 2009"
23072,46947,"06, 01, 2009"
2405,46947,"06, 01, 2009"
31641,46947,"06, 01, 2009"
893,46947,"06, 01, 2009"
17174,1219,"06, 01, 2009"
19072,19072,"06, 01, 2009"
31641,1219,"06, 01, 2009"
2405,46947,"06, 01, 2009"
31641,1219,"06, 01, 2009"
10861,40868,"06, 01, 2009"
8435,40868,"06, 01, 2009"
33708,40868,"06, 01, 2009"
14942,40868,"06, 01, 2009"
14942,40868,"06, 01, 2009"
30946,40939,"06, 01, 2009"
1219,1219,"06, 01, 2009"
13930,16830,"06, 01, 2009"
13930,2238,"06, 01, 2009"
2635,38892,"06, 01, 2009"
24995,16830,"06, 01, 2009"
6164,6164,"06, 01, 2009"
2635,38892,"06, 01, 2009"
33708,40868,"06, 01, 2009"
3161,3161,"06, 01, 2009"
36388,45,"06, 01, 2009"
34218,25517,"06, 01, 2009"
24333,43980,"06, 01, 2009"
23072,46947,"06, 01, 2009"
28832,32881,"06, 01, 2009"
1796,51816,"06, 01, 2009"
1796,51816,"06, 01, 2009"
51816,51816,"06, 01, 2009"
43089,6632,"06, 01, 2009"
18061,51851,"06, 01, 2009"
18393,6632,"06, 01, 2009"
1796,51816,"06, 01, 2009"
16426,16426,"06, 01, 2009"
24333,43786,"06, 01, 2009"
50548,47858,"06, 01, 2009"
34211,28586,"06, 01, 2009"
47341,47341,"06, 01, 2009"
47341,47341,"06, 01, 2009"
4685,43756,"06, 01, 2009"
2663,2663,"06, 01, 2009"
43786,43786,"06, 01, 2009"
33796,5978,"06, 01, 2009"
45914,20183,"06, 01, 2009"
31395,20183,"06, 01, 2009"
4685,1469014,"06, 01, 2009"
18468,18468,"06, 01, 2009"
45615,7595,"06, 01, 2009"
7618,31241,"06, 01, 2009"
39106,11125,"06, 01, 2009"
11125,11125,"06, 01, 2009"
42559,52302,"06, 01, 2009"
7595,7595,"06, 01, 2009"
372,28609,"06, 01, 2009"
28609,28609,"06, 01, 2009"
8047,16779,"06, 01, 2009"
36305,245,"06, 01, 2009"
25222,50391,"06, 01, 2009"
47846,47846,"06, 01, 2009"
15168,50391,"06, 01, 2009"
8946,6632,"06, 01, 2009"
49544,49544,"06, 01, 2009"
15168,51928,"06, 01, 2009"
3594,3594,"06, 01, 2009"
34039,34039,"06, 01, 2009"
14663,1625,"06, 01, 2009"
372,42841,"06, 01, 2009"
6309,41283,"06, 01, 2009"
46915,46915,"06, 01, 2009"
49485,17279,"06, 01, 2009"
18202,47738,"06, 01, 2009"
43043,37086,"06, 01, 2009"
44639,17279,"06, 01, 2009"
6632,6632,"06, 01, 2009"
37086,37086,"06, 01, 2009"
47738,47738,"06, 01, 2009"
32043,4172,"06, 01, 2009"
15614,38172,"06, 01, 2009"
15614,38172,"06, 01, 2009"
42769,51967,"06, 01, 2009"
51967,51967,"06, 01, 2009"
611,51127,"06, 01, 2009"
17279,17279,"06, 01, 2009"
33732,2900,"06, 01, 2009"
11522,49153,"06, 01, 2009"
13803,51950,"06, 01, 2009"
26530,37494,"06, 01, 2009"
26530,50700,"06, 01, 2009"
15625,245,"06, 01, 2009"
24181,12161,"06, 01, 2009"
24874,20183,"06, 01, 2009"
352728,352728,"06, 01, 2009"
30461,49739,"06, 01, 2009"
1242,48705,"06, 01, 2009"
20363,15918,"06, 01, 2009"
21755,51649,"06, 01, 2009"
51649,51649,"06, 01, 2009"
21755,51649,"06, 01, 2009"
21755,51649,"06, 01, 2009"
51649,51649,"06, 01, 2009"
30568,48705,"06, 01, 2009"
50548,192,"06, 01, 2009"
32043,51577,"06, 01, 2009"
192,192,"06, 01, 2009"
8954,41283,"06, 01, 2009"
8954,41283,"06, 01, 2009"
48705,48705,"06, 01, 2009"
18393,41283,"06, 01, 2009"
41283,41283,"06, 01, 2009"
1831,47036,"06, 01, 2009"
352728,352728,"06, 01, 2009"
41283,41283,"06, 01, 2009"
24064,43058,"06, 01, 2009"
8954,41283,"06, 01, 2009"
4591,4591,"06, 01, 2009"
41283,41283,"06, 01, 2009"
20363,15918,"06, 01, 2009"
13018,51577,"06, 01, 2009"
31582,1142,"06, 01, 2009"
34218,25517,"06, 01, 2009"
18393,1142,"06, 01, 2009"
8954,41283,"06, 01, 2009"
22564,44639,"06, 01, 2009"
22564,44639,"06, 01, 2009"
1142,1142,"06, 01, 2009"
43901,52031,"06, 01, 2009"
19100,52031,"06, 01, 2009"
15689,51827,"06, 01, 2009"
40614,40614,"06, 01, 2009"
15689,22564,"06, 01, 2009"
22564,22564,"06, 01, 2009"
6932,35012,"06, 01, 2009"
18393,41283,"06, 01, 2009"
37020,40614,"06, 01, 2009"
18804,51577,"06, 01, 2009"
40,396,"06, 01, 2009"
32043,40766,"06, 01, 2009"
49942,31505,"06, 01, 2009"
396,396,"06, 01, 2009"
31505,31505,"06, 01, 2009"
40822,22164,"06, 01, 2009"
2361,9204,"06, 01, 2009"
22164,22164,"06, 01, 2009"
13018,31128,"06, 01, 2009"
9345,31128,"07, 01, 2009"
49942,7988,"07, 01, 2009"
13018,31128,"07, 01, 2009"
22539,38258,"07, 01, 2009"
2831,51760,"07, 01, 2009"
18797,976,"07, 01, 2009"
1185,51760,"07, 01, 2009"
6770,6770,"07, 01, 2009"
29407,30132,"07, 01, 2009"
40650,976,"07, 01, 2009"
35264,318,"07, 01, 2009"
1353085,1353085,"07, 01, 2009"
21311,976,"07, 01, 2009"
9345,31128,"07, 01, 2009"
976,976,"07, 01, 2009"
4203,48094,"07, 01, 2009"
318,318,"07, 01, 2009"
3458,976,"07, 01, 2009"
51017,41613,"07, 01, 2009"
18309,30598,"07, 01, 2009"
41283,41283,"07, 01, 2009"
1786,47036,"07, 01, 2009"
10755,2596,"07, 01, 2009"
7988,7988,"07, 01, 2009"
47036,47036,"07, 01, 2009"
2596,2596,"07, 01, 2009"
20774,577,"07, 01, 2009"
47402,373916,"07, 01, 2009"
2147,26,"07, 01, 2009"
41613,41613,"07, 01, 2009"
19839,19839,"07, 01, 2009"
1786,2596,"07, 01, 2009"
2596,2596,"07, 01, 2009"
19299,11410,"07, 01, 2009"
38258,38258,"07, 01, 2009"
7780,7985,"07, 01, 2009"
79101,28647,"07, 01, 2009"
49582,48478,"07, 01, 2009"
26160,52116,"07, 01, 2009"
26160,52116,"07, 01, 2009"
4958,976,"07, 01, 2009"
3333,5190,"07, 01, 2009"
5190,5190,"07, 01, 2009"
7985,7985,"07, 01, 2009"
43089,5190,"07, 01, 2009"
52116,52116,"07, 01, 2009"
11522,43209,"07, 01, 2009"
4893,23691,"07, 01, 2009"
5190,5190,"07, 01, 2009"
43089,5190,"07, 01, 2009"
6210,6210,"07, 01, 2009"
11522,48500,"07, 01, 2009"
35116,8047,"07, 01, 2009"
35116,51649,"07, 01, 2009"
8047,8047,"07, 01, 2009"
23692,52302,"07, 01, 2009"
35116,51021,"07, 01, 2009"
4435,40164,"07, 01, 2009"
4893,23691,"07, 01, 2009"
30181,45,"07, 01, 2009"
1763,8547,"07, 01, 2009"
1337,3594,"07, 01, 2009"
13154,32670,"07, 01, 2009"
3333,20654,"07, 01, 2009"
51816,51816,"07, 01, 2009"
20654,20654,"07, 01, 2009"
21632,79101,"07, 01, 2009"
3333,20654,"07, 01, 2009"
79101,79101,"07, 01, 2009"
20654,20654,"07, 01, 2009"
26160,52116,"07, 01, 2009"
14930,20654,"07, 01, 2009"
16457,51949,"07, 01, 2009"
24181,52148,"07, 01, 2009"
615,19307,"07, 01, 2009"
18770,372664,"07, 01, 2009"
21838,16628,"07, 01, 2009"
44639,44639,"07, 01, 2009"
22437,1891,"07, 01, 2009"
2405,7211,"07, 01, 2009"
2405,7211,"07, 01, 2009"
2405,234,"07, 01, 2009"
30018,52169,"07, 01, 2009"
15861,33690,"07, 01, 2009"
33690,33690,"07, 01, 2009"
7903,2443,"07, 01, 2009"
42124,43907,"07, 01, 2009"
1244013,42155,"07, 01, 2009"
31641,234,"07, 01, 2009"
24302,24302,"07, 01, 2009"
3333,91385,"07, 01, 2009"
15409,33411,"07, 01, 2009"
23056,234,"07, 01, 2009"
19307,19307,"07, 01, 2009"
30018,2443,"07, 01, 2009"
12579,5441,"07, 01, 2009"
28835,30497,"07, 01, 2009"
3161,48705,"07, 01, 2009"
20471,32998,"07, 01, 2009"
24257,20801,"07, 01, 2009"
20267,30497,"07, 01, 2009"
3,18941,"07, 01, 2009"
20801,20801,"07, 01, 2009"
9204,9204,"07, 01, 2009"
42620,20801,"07, 01, 2009"
30946,234,"07, 01, 2009"
9204,9204,"07, 01, 2009"
20801,20801,"07, 01, 2009"
2405,234,"07, 01, 2009"
3333,13913,"07, 01, 2009"
10585,50913,"07, 01, 2009"
13913,13913,"07, 01, 2009"
10369,33690,"07, 01, 2009"
5314,52194,"07, 01, 2009"
7618,21339,"07, 01, 2009"
9345,50913,"07, 01, 2009"
33411,33411,"07, 01, 2009"
47020,245,"07, 01, 2009"
32998,32998,"07, 01, 2009"
1053,30497,"07, 01, 2009"
36388,33690,"07, 01, 2009"
48465,50767,"07, 01, 2009"
571,571,"07, 01, 2009"
25300,21691,"07, 01, 2009"
37494,372664,"07, 01, 2009"
1343,50913,"07, 01, 2009"
52169,52169,"07, 01, 2009"
30497,30497,"07, 01, 2009"
35116,5056,"07, 01, 2009"
245,245,"07, 01, 2009"
5056,5056,"07, 01, 2009"
3333,51710,"07, 01, 2009"
10583,30497,"07, 01, 2009"
3333,44016,"07, 01, 2009"
5190,44016,"07, 01, 2009"
18518,51710,"07, 01, 2009"
3043,50913,"07, 01, 2009"
18518,51710,"07, 01, 2009"
19072,19072,"07, 01, 2009"
3333,44016,"07, 01, 2009"
3093,51710,"07, 01, 2009"
11095,3594,"07, 01, 2009"
20848,5188,"07, 01, 2009"
34502,5862,"07, 01, 2009"
30946,33690,"07, 01, 2009"
30946,33690,"07, 01, 2009"
42404,39040,"07, 01, 2009"
51710,51710,"07, 01, 2009"
19100,21691,"07, 01, 2009"
52214,52214,"07, 01, 2009"
28832,44016,"07, 01, 2009"
20848,51713,"07, 01, 2009"
21691,21691,"07, 01, 2009"
31641,52214,"07, 01, 2009"
71,4068,"07, 01, 2009"
49194,5188,"07, 01, 2009"
33708,50913,"07, 01, 2009"
36457,51816,"07, 01, 2009"
21196,20021,"07, 01, 2009"
51816,51816,"07, 01, 2009"
19100,21691,"07, 01, 2009"
44873,49376,"07, 01, 2009"
2635,49376,"07, 01, 2009"
49376,49376,"07, 01, 2009"
34509,20021,"07, 01, 2009"
9209,52225,"07, 01, 2009"
2424,194,"07, 01, 2009"
38426,44016,"07, 01, 2009"
21196,20021,"07, 01, 2009"
9209,35331,"07, 01, 2009"
30946,29426,"07, 01, 2009"
29426,29426,"07, 01, 2009"
16143,30600,"07, 01, 2009"
30946,1343,"07, 01, 2009"
35116,52152,"07, 01, 2009"
1343,1343,"07, 01, 2009"
757,42595,"07, 01, 2009"
30946,1343,"07, 01, 2009"
13502,13502,"07, 01, 2009"
3850,20021,"07, 01, 2009"
30600,30600,"07, 01, 2009"
27669,43756,"07, 01, 2009"
18941,18941,"07, 01, 2009"
49993,43786,"07, 01, 2009"
18941,18941,"07, 01, 2009"
20654,43756,"07, 01, 2009"
35092,43756,"07, 01, 2009"
30176,48705,"07, 01, 2009"
27669,43756,"07, 01, 2009"
35092,7985,"07, 01, 2009"
2405,43756,"07, 01, 2009"
37539,14401,"07, 01, 2009"
21501,11795,"07, 01, 2009"
14860,52256,"07, 01, 2009"
23574,234,"07, 01, 2009"
234,234,"07, 01, 2009"
43058,10420,"07, 01, 2009"
10661,48725,"07, 01, 2009"
14860,10420,"07, 01, 2009"
13502,14401,"07, 01, 2009"
13502,10420,"07, 01, 2009"
5836,51949,"07, 01, 2009"
51949,51949,"07, 01, 2009"
4050,3799,"07, 01, 2009"
43058,43058,"07, 01, 2009"
35405,47135,"07, 01, 2009"
45230,49611,"07, 01, 2009"
49611,49611,"07, 01, 2009"
8047,5175,"07, 01, 2009"
38426,52302,"07, 01, 2009"
10420,10420,"07, 01, 2009"
16219,33911,"07, 01, 2009"
16219,33911,"07, 01, 2009"
44853,21811,"07, 01, 2009"
11388,21811,"07, 01, 2009"
21811,21811,"07, 01, 2009"
51950,51950,"07, 01, 2009"
5696608,5056,"07, 01, 2009"
8946,1897,"07, 01, 2009"
39160,39160,"07, 01, 2009"
14026,26237,"07, 01, 2009"
2424,26788,"07, 01, 2009"
11436,51498,"07, 01, 2009"
26387,26387,"07, 01, 2009"
39106,43058,"07, 01, 2009"
1358,43058,"07, 01, 2009"
2424,50276,"07, 01, 2009"
43058,43058,"07, 01, 2009"
48310,32254,"07, 01, 2009"
43058,43058,"07, 01, 2009"
42769,43756,"07, 01, 2009"
2910,16662,"07, 01, 2009"
11795,11795,"07, 01, 2009"
37558,9106,"07, 01, 2009"
18091,43058,"07, 01, 2009"
43541,52343,"07, 01, 2009"
43058,43058,"07, 01, 2009"
23354,39106,"07, 01, 2009"
3161,38997,"07, 01, 2009"
5536,39106,"07, 01, 2009"
38426,28144,"07, 01, 2009"
23354,39106,"07, 01, 2009"
49993,49169,"07, 01, 2009"
39106,39106,"07, 01, 2009"
22186,39106,"07, 01, 2009"
39106,39106,"07, 01, 2009"
26081,44973,"07, 01, 2009"
48310,32254,"07, 01, 2009"
28144,28144,"07, 01, 2009"
39106,39106,"07, 01, 2009"
52343,52343,"07, 01, 2009"
16143,30600,"07, 01, 2009"
13502,26107,"07, 01, 2009"
1053,39106,"07, 01, 2009"
5536,39106,"07, 01, 2009"
14860,39709,"07, 01, 2009"
39106,39106,"07, 01, 2009"
29407,6461,"07, 01, 2009"
6461,6461,"07, 01, 2009"
29407,6461,"07, 01, 2009"
6782,38124,"07, 01, 2009"
5599,47341,"07, 01, 2009"
38124,38124,"07, 01, 2009"
40342,33033,"07, 01, 2009"
21755,33033,"07, 01, 2009"
26334,33033,"07, 01, 2009"
40342,33033,"07, 01, 2009"
1,6795,"07, 01, 2009"
4771,24545,"07, 01, 2009"
40342,45211,"07, 01, 2009"
37213,318,"07, 01, 2009"
10661,46646,"07, 01, 2009"
51185,34024,"07, 01, 2009"
48015,39106,"07, 01, 2009"
36465,36465,"07, 01, 2009"
39106,39106,"07, 01, 2009"
48015,39106,"07, 01, 2009"
15124,21692,"07, 01, 2009"
33052,41283,"07, 01, 2009"
8954,21692,"07, 01, 2009"
23354,41283,"07, 01, 2009"
15124,21692,"07, 01, 2009"
41283,41283,"07, 01, 2009"
33,46270,"07, 01, 2009"
22656,41283,"07, 01, 2009"
33514,46646,"07, 01, 2009"
4203,39693,"07, 01, 2009"
2603,39693,"07, 01, 2009"
34024,34024,"07, 01, 2009"
6807,39693,"07, 01, 2009"
47341,47341,"07, 01, 2009"
15689,19521,"07, 01, 2009"
3153,3153,"07, 01, 2009"
3153,3153,"07, 01, 2009"
8127,52310,"07, 01, 2009"
3153,3153,"07, 01, 2009"
3153,3153,"07, 01, 2009"
1358,43058,"07, 01, 2009"
11410,11410,"07, 01, 2009"
751,751,"07, 01, 2009"
16076,7295,"07, 01, 2009"
18573,52403,"07, 01, 2009"
39892,1737,"07, 01, 2009"
8047,1909,"07, 01, 2009"
8155,48118,"07, 01, 2009"
22564,49942,"07, 01, 2009"
20021,20021,"07, 01, 2009"
48266,48118,"07, 01, 2009"
7295,7295,"07, 01, 2009"
20021,20021,"07, 01, 2009"
1143,676066,"07, 01, 2009"
1143,9732,"07, 01, 2009"
5628,52439,"07, 01, 2009"
51101,52439,"07, 01, 2009"
2603,39693,"07, 01, 2009"
9732,9732,"07, 01, 2009"
41153,44016,"07, 01, 2009"
18071,40872,"07, 01, 2009"
6782,32772,"07, 01, 2009"
6782,32772,"07, 01, 2009"
17787,48705,"07, 01, 2009"
2967,52433,"07, 01, 2009"
31615,52433,"07, 01, 2009"
32772,32772,"07, 01, 2009"
15355,40214,"07, 01, 2009"
6782,32772,"07, 01, 2009"
32772,32772,"07, 01, 2009"
32772,32772,"08, 01, 2009"
1321,11432,"08, 01, 2009"
34211,14299,"08, 01, 2009"
47984,25781,"08, 01, 2009"
52439,52439,"08, 01, 2009"
7903,25781,"08, 01, 2009"
39946,44330,"08, 01, 2009"
33708,52463,"08, 01, 2009"
49942,245,"08, 01, 2009"
245,245,"08, 01, 2009"
51,245,"08, 01, 2009"
44330,44330,"08, 01, 2009"
44330,44330,"08, 01, 2009"
31505,1324220,"08, 01, 2009"
44853,42564,"08, 01, 2009"
49758,39702,"08, 01, 2009"
1324220,1324220,"08, 01, 2009"
39702,39702,"08, 01, 2009"
42564,42564,"08, 01, 2009"
32465,4812,"08, 01, 2009"
8942,51338,"08, 01, 2009"
4812,4812,"08, 01, 2009"
40516,40759,"08, 01, 2009"
52478,52478,"08, 01, 2009"
34509,39702,"08, 01, 2009"
44532,1951,"08, 01, 2009"
35116,48478,"08, 01, 2009"
49153,3333,"08, 01, 2009"
40342,44330,"08, 01, 2009"
3333,3333,"08, 01, 2009"
8155,31672,"08, 01, 2009"
52212,52212,"08, 01, 2009"
40342,48094,"08, 01, 2009"
43371,43371,"08, 01, 2009"
22164,40650,"08, 01, 2009"
43371,43371,"08, 01, 2009"
26160,635,"08, 01, 2009"
14749,19072,"08, 01, 2009"
49572,32484,"08, 01, 2009"
40342,43371,"08, 01, 2009"
8155,52212,"08, 01, 2009"
36057,36057,"08, 01, 2009"
16779,16779,"08, 01, 2009"
43371,43371,"08, 01, 2009"
47984,39702,"08, 01, 2009"
7498,43371,"08, 01, 2009"
13018,43371,"08, 01, 2009"
37494,27515,"08, 01, 2009"
10385,32484,"08, 01, 2009"
40516,51402,"08, 01, 2009"
50262,51162,"08, 01, 2009"
51402,51402,"08, 01, 2009"
49582,3121,"08, 01, 2009"
7643,52478,"08, 01, 2009"
19512,17113,"08, 01, 2009"
23691,51402,"08, 01, 2009"
80,13143,"08, 01, 2009"
12943,51402,"08, 01, 2009"
6807,39693,"08, 01, 2009"
50776,13143,"08, 01, 2009"
23572,51402,"08, 01, 2009"
47984,13143,"08, 01, 2009"
6309,51402,"08, 01, 2009"
13103,51816,"08, 01, 2009"
48181,13143,"08, 01, 2009"
51816,51816,"08, 01, 2009"
10385,23667,"08, 01, 2009"
769,33690,"08, 01, 2009"
1358,21380,"08, 01, 2009"
82,51816,"08, 01, 2009"
51816,51816,"08, 01, 2009"
30946,21380,"08, 01, 2009"
42847,44852,"08, 01, 2009"
41804,51816,"08, 01, 2009"
44852,44852,"08, 01, 2009"
12950,45664,"08, 01, 2009"
21380,21380,"08, 01, 2009"
16587,28118,"08, 01, 2009"
1358,21380,"08, 01, 2009"
1358,21380,"08, 01, 2009"
79101,34014,"08, 01, 2009"
79101,15891,"08, 01, 2009"
15891,15891,"08, 01, 2009"
1199,39061,"08, 01, 2009"
4660,28118,"08, 01, 2009"
49540,39061,"08, 01, 2009"
39061,39061,"08, 01, 2009"
34824,52355,"08, 01, 2009"
24874,52478,"08, 01, 2009"
811,21380,"08, 01, 2009"
5682,45664,"08, 01, 2009"
24267,1300,"08, 01, 2009"
40342,39061,"08, 01, 2009"
29053,51816,"08, 01, 2009"
52355,52355,"08, 01, 2009"
29053,51816,"08, 01, 2009"
16391,18309,"08, 01, 2009"
40342,41685,"08, 01, 2009"
15982,48973,"08, 01, 2009"
769,33690,"08, 01, 2009"
3542,52558,"08, 01, 2009"
18518,51710,"08, 01, 2009"
16587,28118,"08, 01, 2009"
18518,51710,"08, 01, 2009"
2701,37494,"08, 01, 2009"
15982,44852,"08, 01, 2009"
50447,44743,"08, 01, 2009"
20459,48988,"08, 01, 2009"
44743,44743,"08, 01, 2009"
51816,51816,"08, 01, 2009"
34014,34014,"08, 01, 2009"
791,21380,"08, 01, 2009"
44852,44852,"08, 01, 2009"
9476,781,"08, 01, 2009"
811,11432,"08, 01, 2009"
48988,48988,"08, 01, 2009"
48988,48988,"08, 01, 2009"
52494,52494,"08, 01, 2009"
1300,1300,"08, 01, 2009"
791,21380,"08, 01, 2009"
404,13143,"08, 01, 2009"
791,21380,"08, 01, 2009"
43851,38100,"08, 01, 2009"
8114,34720,"08, 01, 2009"
51949,51949,"08, 01, 2009"
757,27515,"08, 01, 2009"
30225,35331,"08, 01, 2009"
48478,48478,"08, 01, 2009"
10385,10661,"08, 01, 2009"
29,52590,"08, 01, 2009"
28006,44852,"08, 01, 2009"
38100,38100,"08, 01, 2009"
34161,16584,"08, 01, 2009"
10661,10661,"08, 01, 2009"
1358,31505,"08, 01, 2009"
28002,28002,"08, 01, 2009"
3121,3121,"08, 01, 2009"
42124,21186,"08, 01, 2009"
21186,21186,"08, 01, 2009"
42124,21186,"08, 01, 2009"
13018,13552,"08, 01, 2009"
42124,34214,"08, 01, 2009"
13552,13552,"08, 01, 2009"
15861,42564,"08, 01, 2009"
29053,31641,"08, 01, 2009"
157,40759,"08, 01, 2009"
19302,3654,"08, 01, 2009"
42124,34214,"08, 01, 2009"
21838,52568,"08, 01, 2009"
37020,45664,"08, 01, 2009"
34214,34214,"08, 01, 2009"
29426,46270,"08, 01, 2009"
51382,37474,"08, 01, 2009"
31641,31641,"08, 01, 2009"
22539,34214,"08, 01, 2009"
14148,38100,"08, 01, 2009"
51568,10088,"08, 01, 2009"
20133,37474,"08, 01, 2009"
33732,37474,"08, 01, 2009"
51568,39160,"08, 01, 2009"
8233,28607,"08, 01, 2009"
3654,3654,"08, 01, 2009"
2509,39160,"08, 01, 2009"
10593,18909,"08, 01, 2009"
39160,39160,"08, 01, 2009"
1786,11802,"08, 01, 2009"
48832,45005,"08, 01, 2009"
29,15059,"08, 01, 2009"
39722,45005,"08, 01, 2009"
42124,52653,"08, 01, 2009"
13422,38100,"08, 01, 2009"
18128,18128,"08, 01, 2009"
20471,4228,"08, 01, 2009"
23643,8701,"08, 01, 2009"
8701,8701,"08, 01, 2009"
1831,3874797,"08, 01, 2009"
18575,549,"08, 01, 2009"
30924,30924,"08, 01, 2009"
30924,30924,"08, 01, 2009"
3508,18511,"08, 01, 2009"
611,8701,"08, 01, 2009"
26679,34014,"08, 01, 2009"
24229,24229,"08, 01, 2009"
10661,50612,"08, 01, 2009"
16076,50612,"08, 01, 2009"
50548,47883,"08, 01, 2009"
45144,14059,"08, 01, 2009"
14022,44840,"08, 01, 2009"
9209,51630,"08, 01, 2009"
43066,52212,"08, 01, 2009"
35364,1366,"08, 01, 2009"
31641,52212,"08, 01, 2009"
37231,47110,"08, 01, 2009"
21838,11084,"08, 01, 2009"
4958,21005,"08, 01, 2009"
50776,392,"08, 01, 2009"
20654,10814,"08, 01, 2009"
41360,40868,"08, 01, 2009"
37539,17510,"08, 01, 2009"
811,41360,"08, 01, 2009"
40868,40868,"08, 01, 2009"
41360,41360,"08, 01, 2009"
11084,11084,"08, 01, 2009"
14860,40868,"08, 01, 2009"
38426,33052,"08, 01, 2009"
40868,40868,"08, 01, 2009"
41360,40868,"08, 01, 2009"
41360,40868,"08, 01, 2009"
14104,3874797,"08, 01, 2009"
9345,52719,"08, 01, 2009"
811,41360,"08, 01, 2009"
811,41360,"08, 01, 2009"
40868,40868,"08, 01, 2009"
28776,40868,"08, 01, 2009"
40868,40868,"08, 01, 2009"
40868,40868,"08, 01, 2009"
20654,38663,"08, 01, 2009"
38663,38663,"08, 01, 2009"
33732,38663,"08, 01, 2009"
20654,38663,"08, 01, 2009"
44743,45383,"08, 01, 2009"
38561,40868,"08, 01, 2009"
28118,28118,"08, 01, 2009"
20654,673,"08, 01, 2009"
1337,2128,"08, 01, 2009"
43066,52212,"08, 01, 2009"
14860,21537,"08, 01, 2009"
14860,21537,"08, 01, 2009"
2509,10396,"08, 01, 2009"
20267,44962,"08, 01, 2009"
16587,28118,"08, 01, 2009"
2509,52749,"08, 01, 2009"
13430,40868,"08, 01, 2009"
52749,52749,"08, 01, 2009"
6144,3874797,"08, 01, 2009"
21537,21537,"08, 01, 2009"
12349,25847,"08, 01, 2009"
43058,43058,"08, 01, 2009"
37522,19212,"08, 01, 2009"
17205,25847,"08, 01, 2009"
9345,50612,"08, 01, 2009"
43058,50394,"08, 01, 2009"
25847,25847,"08, 01, 2009"
40868,40868,"08, 01, 2009"
31049,2547,"08, 01, 2009"
44743,50394,"08, 01, 2009"
50394,50394,"08, 01, 2009"
5836,1463,"08, 01, 2009"
47984,8701,"08, 01, 2009"
19521,19521,"08, 01, 2009"
31641,52751,"08, 01, 2009"
10396,10396,"08, 01, 2009"
699,51402,"08, 01, 2009"
372,40164,"08, 01, 2009"
45603,91,"08, 01, 2009"
40164,40164,"08, 01, 2009"
2766176,12448,"08, 01, 2009"
42769,52551,"08, 01, 2009"
48310,52551,"08, 01, 2009"
43058,51162,"08, 01, 2009"
21005,21005,"08, 01, 2009"
44853,26404,"08, 01, 2009"
26404,26404,"08, 01, 2009"
42188,34258,"08, 01, 2009"
15124,22162,"08, 01, 2009"
44065,8701,"08, 01, 2009"
42769,38663,"08, 01, 2009"
39603,28919,"08, 01, 2009"
22656,5461,"08, 01, 2009"
23354,5461,"08, 01, 2009"
21037,42303,"08, 01, 2009"
7211,7211,"08, 01, 2009"
35306,40868,"08, 01, 2009"
35306,40868,"08, 01, 2009"
13618,4198,"08, 01, 2009"
7021,13502,"08, 01, 2009"
13018,44984,"08, 01, 2009"
2405,7211,"08, 01, 2009"
44984,44984,"08, 01, 2009"
1737,1366,"08, 01, 2009"
32043,44984,"08, 01, 2009"
12030,41360,"08, 01, 2009"
267,5542,"08, 01, 2009"
34088,36131,"08, 01, 2009"
1585,13523,"08, 01, 2009"
14114,5542,"08, 01, 2009"
22656,2984,"08, 01, 2009"
44532,50859,"08, 01, 2009"
35958,35958,"08, 01, 2009"
2984,2984,"08, 01, 2009"
33708,5542,"08, 01, 2009"
47984,2984,"08, 01, 2009"
33708,5542,"08, 01, 2009"
50859,50859,"08, 01, 2009"
12460,31677,"08, 01, 2009"
19422,13523,"08, 01, 2009"
51164,50896,"08, 01, 2009"
44639,23457,"08, 01, 2009"
6491,23457,"08, 01, 2009"
43034,48705,"08, 01, 2009"
48705,48705,"08, 01, 2009"
15416,8701,"08, 01, 2009"
11619,32021,"08, 01, 2009"
32021,32021,"08, 01, 2009"
2089,17560,"08, 01, 2009"
15323,44086,"08, 01, 2009"
28950,52888,"08, 01, 2009"
9476,48705,"08, 01, 2009"
12349,15968,"08, 01, 2009"
44086,44086,"08, 01, 2009"
34218,42404,"08, 01, 2009"
6414,44086,"08, 01, 2009"
11236,982,"08, 01, 2009"
36157,43058,"08, 01, 2009"
14716,48705,"08, 01, 2009"
42404,42404,"08, 01, 2009"
4685,52913,"08, 01, 2009"
5640,52913,"08, 01, 2009"
40868,40868,"08, 01, 2009"
1039,21574,"08, 01, 2009"
16076,11619,"08, 01, 2009"
34218,52913,"08, 01, 2009"
5640,52913,"08, 01, 2009"
24064,983,"08, 01, 2009"
34218,52913,"08, 01, 2009"
4685,52913,"08, 01, 2009"
4685,52913,"08, 01, 2009"
5640,52913,"08, 01, 2009"
2998,42404,"08, 01, 2009"
34218,52913,"08, 01, 2009"
34218,52913,"08, 01, 2009"
34218,52913,"08, 01, 2009"
42404,42404,"08, 01, 2009"
21574,21574,"08, 01, 2009"
